ndviM,elevation,slope,vs,vd,ppt,tmean,vpdmax,tmin,tmax,ignition
0.729462587344332,1689.06652495754,17.7664082527328,2.9250000119,209.5,996.0451992334,16.9440507411957,24.2749497413635,9.70480008125305,24.1842000961304,1
0.827491447132616,931.651675389259,23.0854990494866,2.4000000954,4.6666666667,1019.1260058058,20.5677432103248,27.8563961735507,12.6841338952971,28.4523174528801,0
NaN,2397.47640017517,11.2285675901665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.717264286729185,1259.76361711139,17.0003628221168,1.8999999762,277,601.3553798491,26.1751708365892,39.0501410074971,18.5069056818878,33.8446316159311,1
0.649359547068571,1621.87504986039,12.5092301828171,2.8570126312,272.2805038951,247.4530903379,19.3515081038917,35.6100058418643,9.36831317397567,29.3356918267892,0
0.589597329749104,2530.80953895072,22.5522089690396,2.4000000954,359,807.8540046753,18.0042019169142,26.3969726800447,10.7734232302985,25.2360383364731,0
0.700981944444445,817.440549154205,29.4452289735958,3.1586977213,17.1512080751,648.0570011035,20.8605012893677,32.0324993133545,11.9340000152588,29.7882499694824,1
0.666573333333333,862.276370720846,15.6453505120021,6.2511483647,329.3639606109,891.4064616439,23.212078733743,38.3495454497982,13.4163511172294,33.0081654902675,1
0.786441666666667,1377.04918032787,26.8567867071323,5.3085321018,195.127978788,812.962695046,15.7354342380656,22.8659769020062,8.5941565523614,22.8777109926238,1
0.672982658886963,2450.88973121985,20.3858979573585,1.7047584753,287,732.6530004591,16.0465009212494,20.6609997749329,9.96224999427795,22.1317501068115,0
0.632569642857143,1302.68554216867,17.2415249018305,7.0357223479,4,649.9896617572,10.4450087247657,14.0673124056415,3.61899905992176,17.2724726313686,1
0.786719444444445,690.080372250423,16.4395003450149,4.4000000954,254,1256.9811791659,26.338631511071,51.4870035212606,15.8335818213648,36.8445584454008,NaN
0.605083333333333,2103.51686377573,9.77157758277495,3.2000000477,114.1924849722,461.3550004482,12.5172507762909,22.7622499465942,2.5714999511838,22.4632506370544,1
0.645854978532141,1830.00815558344,16.3372288168299,2.4895782638,283,384.4502615902,14.1418437175421,30.6902441640554,1.94193542377132,26.343241302558,1
0.691677860318809,290.813472529561,9.49925765792421,3.4015747956,207.031496063,2748.7642984834,26.0716457590461,45.5298515111208,16.1316230613738,36.0126757733524,0
0.514694932540338,1327.82608695652,21.4721757144608,3.407922234,310.8572243925,979.1338145502,27.1821620587165,46.6983877895255,18.4160768572269,35.9491173741055,1
0.770471515151515,973.354559061993,23.6481897240344,2.6000091375,32,1673.2364985108,24.2209189756632,43.2052622904213,13.916942314627,34.526004666061,0
0.575932037037037,1848.66392149991,5.7370927486055,4.2445436312,313.7906747628,370.186931049,17.4522779386778,30.2591593768232,8.85386828539092,26.0514386155064,1
